,end_date,start_date,subtitle,supporters,text,title,page
38,26. august 2018,27. februar 2018,"Alle kommuner skal have deltidsvuggestuer, -dagplejer og -børnehaver, og taksterne skal følge timetallet. Forslag er 25 timer, 35 og så de eksisterende fuldtidspladser.",121,"Alle kommuner skal have deltidsvuggestuer, -dagplejer og -børnehaver, og taksterne skal følge timetallet. Forslag er 25 timer, 35 og så de eksisterende fuldtidspladser.",Deltidsinstitutioner i alle kommuner,00251
39,11. august 2018,12. februar 2018,"Langtidsledige, langtidsyge og borgere under længerevarende uddannennelse, har ret til borgerløn uden modkrav.",575,"Langtidsledige, langtidsyge og borgere under længerevarende uddannennelse, har ret til borgerløn uden modkrav.Du er langtidsledig, hvis du har været arbejdsløs mere end 2 år, inden for de sidste 3 år.Du er langtidssyg, hvis du er sygemeldt og været sygemeldt og du har været sygemeldt mere end 21 uger, indenfor det sidste år.Du er under længerevarende uddannelse, hvis du er under uddannelse i mere end to år. Slutter uddannelsen før prøveperiodens udløb, ophører borgerlønnen.Forsøgsperioden skal være fra 01. august 2018 til 31.juli 2022.Du skal være mellem 16-70 år. Være medlem af en fagforening.","Forslag om borgerløn uden modkrav, i en forsøgsordning i 4 år. For langtidsledige, langtidssyge, og borgere under længerevarende uddannelse.",00257
40,05. august 2018,06. februar 2018,"Jeg foreslår at man afskaffer hundeloven og at man laver en liste over mere krævende hunderacer i stedet for en liste over forbudte hunderacer, og med hjælp fra hundetrænere og hundepsykologer udvælge de forskellige racer, og tilrettelægger et eller flere forskellige kursuer man skal bestå for at få en af disse racer så man har bevis på at man er duelig som ejer.",1.830,"Jeg foreslår at man afskaffer hundeloven og at man laver en liste over mere krævende hunderacer i stedet for en liste over forbudte hunderacer, og med hjælp fra hundetrænere og hundepsykologer udvælge de forskellige racer, og tilrettelægger et eller flere forskellige kursuer man skal bestå for at få en af disse racer så man har bevis på at man er duelig som ejer.",Afskaf eller omform hundeloven!,00259
41,08. august 2018,09. februar 2018,"Det er min mening at alle former for valg, det være sig kommunalvalg, folketingsvalg, valg i forhold til EU. Ganske enkelt alle valg, hvor borgerne skal høres, skal foregå online via NEM-ID + CPR-nummer.",175,"Det er min mening at alle former for valg, det være sig kommunalvalg, folketingsvalg, valg i forhold til EU. Ganske enkelt alle valg, hvor borgerne skal høres, skal foregå online via NEM-ID + CPR-nummer.Det kan ikke være rigtig, at vi i disse moderne tider, skal valfarte til et forsamlingshus for at sætte et kryds, når det kan gøres på nogle få minutter.Vi sparer leje af lokaler, trykning og udsendelse af valgkort. Men ikke mindst viser vi, at vi er et moderne samfund, der vil fremad i den tid vi lever i.Det gør også at stemmeprocenten bliver langt større. Det er bare at logge ind på valgsiden og det kan du gøre, uanset om du er på ferie i Spanien, er på arbejde på en boreplatform eller indlagt på sygehuset. Alle kan deltage. Dem der ikke har Internetadgang må så gå på borgerservice, sådan som det er idag. Vi skal have alle med.",Online valg,00270
42,20. august 2018,21. februar 2018,Folketinget pålægger regeringen at gennemføre de nødvendige ændringer i lovgivningen og den administrative praksis således:,4.770,"Folketinget pålægger regeringen at gennemføre de nødvendige ændringer i lovgivningen og den administrative praksis således:-	at det ikke længere er muligt at søge asyl ved ankomsten til Danmark, når man ikke er statsborger i et af Danmarks nabolande-	at udlændinge, der ulovligt krydser den danske rigsgrænse, kan tilbagevises til det sidste land, de har opholdt sig i, inden ankomsten til Danmark-	at ulovligt indrejste udlændinge kan frihedsberøves, indtil deres indrejsepunkt kan fastlægges og følgelig deporteres til de land, de er indrejst fra.",Stop for adgang til at søge spontan asyl i Danmark,00273
43,21. august 2018,22. februar 2018,Foreningen Rimelig-skat opfordrer folketinget til at vedtage 4 skatteregler til at sikre borgernes retssikkerhed på skatteområdet.,100,"Foreningen Rimelig-skat opfordrer folketinget til at vedtage 4 skatteregler til at sikre borgernes retssikkerhed på skatteområdet.· Lov 1 (værnsregel)En værnsregel, der beskytter borgeren mod utilsigtede urimeligheder. (F.eks. beskatning på mere end 100 % eller beskatning af fiktive indtægter)· Lov 2 (uklare regler)En skatteregel der præciserer, at skattemyndighederne og ikke skatteyderen skal bære byrden ved uklare skatteregler.Har flere fortolkninger lige meget for sig, skal SKAT vælge den mindst byrdefulde.· Lov 3 (rimelig bevisbyrde)En skatteregel der understreger, at skatteyderen ikke er underlagt strafferetlige bevisbyrderegler, hvor enhver tvivl skal komme SKAT til gode. Er skatteyderens fakta-forklaringer mere end 50 % sandsynlige, skal de accepteres af myndighederne som korrekte.Mener SKAT ikke, at man når de 50 % sandsynlighed, skal SKAT udarbejde en kort bevisredegørelse efter anerkendt videnskabelig metode, der forklarer hvorfor.· Lov 4 (mere faglighed i klageinstanserne)Det bør præciseres i loven, at minimum eet eksternt retsmedlem i Landsskatteretten skal være decideret skatteekspert og valgt af skatteyderen. Den nye skatteafdeling hos Ombudsmanden skal have minimum 1 skatteekspert.",Sikring af korrekt skattebehandling af borgeren (fremsat af Foreningen Rimelig-skat),00277
44,11. august 2018,12. februar 2018,"Jeg ønsker en fuld legalisering af cannabis i Danmark, for alle personer over 18 år. Denne legalisering skal komme både de rekreative brugere såvel som de mange syge og smerteplagede danskere til gode, for hvem konventionelle lægemidler ikke virker.",8.822,"Jeg ønsker en fuld legalisering af cannabis i Danmark, for alle personer over 18 år. Denne legalisering skal komme både de rekreative brugere såvel som de mange syge og smerteplagede danskere til gode, for hvem konventionelle lægemidler ikke virker.",Legalisering cannabis,00289
45,08. august 2018,09. februar 2018,Vi skal have genindført revisionspligten for mellemstore og store virksomheder,123,"Vi skal have genindført revisionspligten for mellemstore og store virksomhederDe små virksomheder skal derimod ikke udsættes for den udgift. Her må kontrollen bestå af stikprøver.Små viksomhederer af EU defineret sådan, at en virksomhed tilhører kategorien ""små"", hvis der er under 50 ansatte, og en årlig omsætning eller en samlet årlig balance på ikke over 10 mio. EU",Genindførsel af revisionspligt.,00300
46,18. august 2018,19. februar 2018,Forbuddet mod cannabis er baseret på politisk fejlinformation og videnskabelig uredelighed.,1.887,"Forbuddet mod cannabis er baseret på politisk fejlinformation og videnskabelig uredelighed.Det er på tide med ny lovgivning til fordel for befolkningen og det danske samfund som i over 50 år nu har lidt under forbuddet mod cannabis. Forbuddet har aldrig hindret adgang til cannabis, forbrug af cannabis eller pris på cannabis. Tværtimod kan skolebørn i dag få leveret cannabis direkte til deres skolegård, det generelle forbrug i Danmark er kun steget og vi har ingen kontrol med kvaliteten eller renheden af hvad der sælges.Med dette forslag skal Folketinget straks sikre ophør af straf for cannabisplanten til eget forbrug og sikre en legalisering for folk over 18 år. Konkrete lovændringer1. Re-klassificering af cannabis. Cannabis rykkes ned fra klasse A, eller fjernes helt. Cannabis klassificeres eventuelt under naturlægemidler. (1).2. Akut afkriminalisering af cannabis til privat forbrug.3. Udtrædelse eller ændring af dansk deltagelse i FN’s Enkeltkonvention (fra 1961). (2).4. Ret for borgere til selv at dyrke cannabis, privat og i større omfang (hvis man har et CVR nummer). Det skal ikke kun være nogle store firmaer der har ret til at dyrke.5. Salg og distribution tillades (hvis man har et CVR nummer).",Borgerforslag om Legalisering af cannabis,00306
47,25. august 2018,26. februar 2018,"Ansvaret for oprensning og afværgeforanstaltninger på stærkt forurenede grunde omfattet af Jordforureningsloven, overgår fra regionerne til staten, i sager hvor afværgeforanstaltninger og/eller oprensning vurderes at overstige 30 mio. kr. ",775,"Ansvaret for oprensning og afværgeforanstaltninger på stærkt forurenede grunde omfattet af Jordforureningsloven, overgår fra regionerne til staten, i sager hvor afværgeforanstaltninger og/eller oprensning vurderes at overstige 30 mio. kr. Staten udarbejder konkret handleplan for oprensning og prioritering af indsatser på de grunde, der bliver omfattet af forslaget.",Oprensning og sikring af stærkt forurenede grunde,00345
48,25. august 2018,26. februar 2018,"Afskaffelse af lov om etablering af en ordning for borgerforslag med henblik på behandling i Folketinget, også kendt som LOV nr 1672 af 26/12/2017.",449,"Afskaffelse af lov om etablering af en ordning for borgerforslag med henblik på behandling i Folketinget, også kendt som LOV nr 1672 af 26/12/2017.",Afskaf borgerforslag,00346
49,25. august 2018,26. februar 2018,Bortadoptioner skal ikke kunne lade sig gøre uden forældres samtykke.,99,Bortadoptioner skal ikke kunne lade sig gøre uden forældres samtykke.Gør straffeloven gældende for sociallovgivningen. (Så ulovlig sagsbehandling bliver stoppet)Inkoporere børnekonventionen i dansk lovgivning. (Sådan at kommuner/sagsbehandlere kan stilles til ansvar for ikke og overholde den)Børn skal ikke kunne anbringes til de blir 18 år.med mindre forældre samtykker.,Indfør straffeloven på socialområdet,00350
50,18. august 2018,19. februar 2018,Folketinget pålægges i forbindelse med medieforliget 2018 forligsparterne at afskaffe medielicensen og medielicensen skal ikke 'omlægges' og indgå via skatteopkrævningen.,1.261,Folketinget pålægges i forbindelse med medieforliget 2018 forligsparterne at afskaffe medielicensen og medielicensen skal ikke 'omlægges' og indgå via skatteopkrævningen.,Medielicens afskaffes,00362
51,12. august 2018,13. februar 2018,"Region Hovedstaden, 10 kommuner i Storkøbenhavn og staten har planer om, at etablere en letbane fra Lundtofte til Ishøj. ",727,"Region Hovedstaden, 10 kommuner i Storkøbenhavn og staten har planer om, at etablere en letbane fra Lundtofte til Ishøj. Letbanen har et negativt samfundsmæssigt afkast på mere end 8 milliarder i letbanens levetid, og vil koster borgerne velfærd og skatteforhøjelser. Store dele af byerne langs letbanen vil blive ødelagt og gøre det sværer for andre trafikformer at komme frem. Vi ønsker derfor, at Folketinget debattere anlægsloven og letbanen påny og stopper alle planer om en letbane fra Lundtofte til Ishøj. Vi ønsker i stedet man satser på en hurtigbus.",Stop Hovedstadens Letbane,00381
52,29. august 2018,02. marts 2018,"Danskere tvinges pt. til at afmelde uønskede reklamer og ugeaviser. Dette via PostNords ""Reklamer Nej tak"" ordning, hvortil de sendes et ”Nej tak mærke” med posten, som de kan sætte på deres postkasse. Systemet er vendt på hovedet. Der burde i stedet være tale om en tilmeldningsordning, hvor folk kan sige til, såfremt de ønsker reklamer.",773,"Danskere tvinges pt. til at afmelde uønskede reklamer og ugeaviser. Dette via PostNords ""Reklamer Nej tak"" ordning, hvortil de sendes et ”Nej tak mærke” med posten, som de kan sætte på deres postkasse. Systemet er vendt på hovedet. Der burde i stedet være tale om en tilmeldningsordning, hvor folk kan sige til, såfremt de ønsker reklamer.",Reklamer Nej Tak ➝ Reklamer Ja Tak,00385
53,29. august 2018,02. marts 2018,"Patientforeningen Organdonation - ja tak! foreslår, at vi indfører formodet samtykke i Danmark, så man automatisk er organdonor, når man fylder 18 år. ",10.316,"Patientforeningen Organdonation - ja tak! foreslår, at vi indfører formodet samtykke i Danmark, så man automatisk er organdonor, når man fylder 18 år. Et massivt flertal af danskerne (90%) går ind for organdonation, men kun 22% af danskerne over 18 år har registreret deres holdning i det nationale donorregister. Ud fra et demokratisk synspunkt burde vi derfor indføre formodet samtykke.Ved indførelse af formodet samtykke skal donorregistret bevares, så man stadig selv aktivt kan til- eller framelde sig som organdonor.",Automatisk organdonor fra man fylder 18 år,00410
54,29. august 2018,02. marts 2018,"Det bør forbydes at markedsføre noget som er betalt af skatteyderne som ""gratis"" medmindre det rent faktisk ER gratis, hvilket vil sige totalt omkostningsfrit for stat, kommune eller region. .",57,"Det bør forbydes at markedsføre noget som er betalt af skatteyderne som ""gratis"" medmindre det rent faktisk ER gratis, hvilket vil sige totalt omkostningsfrit for stat, kommune eller region. .","Forbyd at markedsføre noget som ""gratis"" i politisk sammenhæng",00413
55,21. august 2018,22. februar 2018,"Det er især byggelovens §22, stk. 3, som skal ændres. Ændringen skal bestå i, at kommunen SKAL meddele dispensation til at opføre eller ombygge en garage til en boligenhed. Naboer skal stadig kunne gøre indsigelser inden den endelige tilladelse gives, som nævnt i stk.2. Det skal dog med i lovteksten, at kommunen skal bestræbe sig bedst muligt på at en tilladelse gives. Kommunen bør endog foreslå et muligt kompromis, som alle kan leve med.",25,"Det er især byggelovens §22, stk. 3, som skal ændres. Ændringen skal bestå i, at kommunen SKAL meddele dispensation til at opføre eller ombygge en garage til en boligenhed. Naboer skal stadig kunne gøre indsigelser inden den endelige tilladelse gives, som nævnt i stk.2. Det skal dog med i lovteksten, at kommunen skal bestræbe sig bedst muligt på at en tilladelse gives. Kommunen bør endog foreslå et muligt kompromis, som alle kan leve med.Der er tale om opførelse eller ombygning af en højest 50 kvm. garage i jordareal til en boligenhed. Der må kun opføres eller ombygges én sådan garage til en boligenhed pr. parcel. Opføres yderligere en ny garage, skal denne forblive som en garage. Bebyggelsesprocenten skal der dispenseres for, hvis formålet er, at mindske efterspørgslen efter en billig lejebolig samt at støtte husejeren til en mindre belastende økonomi.Kommunen bør udfærdige en standardiseret vejledning om mindstekrav, herunder om toilet- og afløbsforhold, oplukkelige vinduer, klimaskærm, brandtekniske foranstaltninger mv., suppleret med typiske eksempler til ansøgeren for at fremme arbejdet bedst muligt.",Forslag om ombygning af garager mv. til små boligenheder,00420
56,29. august 2018,02. marts 2018,"Ud over de i forvejen gældende regler/loven om tildeling af statsborgerskab, herunder danskkundskaber og indfødsretsprøve, skal enhver, der ønsker dansk statsborgerskab, skrive under på en erklæring om at Grundloven og det Danske Demokrati står over alle andre former for love og regler, herunder kulturelle, religiøse.",124,"Ud over de i forvejen gældende regler/loven om tildeling af statsborgerskab, herunder danskkundskaber og indfødsretsprøve, skal enhver, der ønsker dansk statsborgerskab, skrive under på en erklæring om at Grundloven og det Danske Demokrati står over alle andre former for love og regler, herunder kulturelle, religiøse.For at kunne tildeles statsborgerskab, skal man have haft en ren straffeattest i mindst 5 år, man skal ligeledes have boet i Danmark i mindst 10 år, og ikke modtaget offentlige ydelser i en tilsvarende periode. Man erklærer med sin underskrift, at man vil overholde Det Danske Riges Grundlov og, at man vil beskytte Danmark mod såvel interne som udefrakommende fjender af landet. Enhver handling man fortager sig mod Grundloven, Demokratiet eller Det Danske Folks interesser vil betyde øjeblikkelig fratagelse af statsborgerskab, og straffes jævnfør lovgivningen. Vil man ikke skrive under på denne erklæring, kan man ikke tildeles statsborgerskab",Erklæring om troskab i.f.m. statsborgerskab,00430
57,21. august 2018,22. februar 2018,"Jeg foreslår, at mandlig sterilisation forbydes, idet operationen invaliderer ellers raske mænd.",20,"Jeg foreslår, at mandlig sterilisation forbydes, idet operationen invaliderer ellers raske mænd.",Forbyd mandlig sterilisation.,00431
58,21. august 2018,22. februar 2018,"Med forslaget pålægges regeringen inden udgangen af folketingsåret 2018 at fremsætte konkrete supplerende-/ændringsforslag til gældende regler, som skal sikrer, at det vil fremgå af relevante love og bekendtgørelser, at modregningen i pensionstillægget, omtalt som samspilsproblemet, højest kan andrage det halve af de nuværende procentsatser angivet i LBK nr. 1208 af 17/11/2017 (Gældende), § 31. Stk. 1. og Stk. 2. og dermed som minimum gennemfører en halvering af de nuværende procentsatser for modregning samt at der gennemføres en væsentlig forhøjelse af de tilladte indtægtsgrænser der er bestemmende for hvornår modregning træder i kraft, herunder en fordobling af det nuværende beløb på 142.800.",194,"Med forslaget pålægges regeringen inden udgangen af folketingsåret 2018 at fremsætte konkrete supplerende-/ændringsforslag til gældende regler, som skal sikrer, at det vil fremgå af relevante love og bekendtgørelser, at modregningen i pensionstillægget, omtalt som samspilsproblemet, højest kan andrage det halve af de nuværende procentsatser angivet i LBK nr. 1208 af 17/11/2017 (Gældende), § 31. Stk. 1. og Stk. 2. og dermed som minimum gennemfører en halvering af de nuværende procentsatser for modregning samt at der gennemføres en væsentlig forhøjelse af de tilladte indtægtsgrænser der er bestemmende for hvornår modregning træder i kraft, herunder en fordobling af det nuværende beløb på 142.800.Med forslaget pålægges regeringen ligeledes inden udgangen af folketingsåret 2018 at fremsætte konkrete supplerende-/ændringsforslag til gældende regler, som skal sikrer, at den automatiske regulering af overførselsindkomsterne igen følger den gennemsnitlige lønudvikling på arbejdsmarkedet og at pengene til Satspuljen ikke kan tages fra den automatiske regulering af overførselsindkomsterne, der bevirker at overførselsindkomsterne for nuværende stiger 0,3 pct mindre end den gennemsnitlige lønudvikling på arbejdsmarkedet.",Forslag til folketingsbeslutning om halvering af modregning i pensionstillæg – ”Samspilsproblemet” samt ændring vedrørende Satspuljen.,00444
59,05. september 2018,09. marts 2018,"Jeg foreslår, at det skal være ved lov, at a-kassen ikke kan smide et medlem ud, når denne kommer i pensionsalderen, hvis vedkommende er i arbejde. Hvis denne herefter mister sit arbejde, skal det muligvis være muligt for a-kassen at melde personen ud efter 2 år, hvis medlemmet ikke har fået arbejde igen.",63,"Jeg foreslår, at det skal være ved lov, at a-kassen ikke kan smide et medlem ud, når denne kommer i pensionsalderen, hvis vedkommende er i arbejde. Hvis denne herefter mister sit arbejde, skal det muligvis være muligt for a-kassen at melde personen ud efter 2 år, hvis medlemmet ikke har fået arbejde igen.",A-kassers ret til at tvangsudmelde medlemmer bør forbydes.,00448
60,05. september 2018,09. marts 2018,"I dag er vi alle tvunget, til at have vores nem-konto i en privat bank. Dog kan vi selv vælge hvilken bank, men vilkårene er næsten de samme.",760,"I dag er vi alle tvunget, til at have vores nem-konto i en privat bank. Dog kan vi selv vælge hvilken bank, men vilkårene er næsten de samme.Vi vil adskille bankforretning og spekulation, så befolkningen har et alternativ, og ikke er tvunget til at risikere et tab af midler pga. bankernes spekulation. Vi mener, at befolkningen har krav på et ”gratis” alternativ til deres nem-konto. En konto uden renter og gebyrer. Det digitaliserede samfund kræver, at vi har en nem-konto. Derfor skal der selvfølgelig også være et ""gratis"" alternativ.En folkeejet statsbank!”Banken” behøver udelukkende at være digital, hvor alle cpr-numre/cvr-numre kan have deres nem-konto, med netbank, med log-in via nem-id. Der skal selvfølgelig også laves løsninger på kontantindbetalinger, så virksomheder også finder skiftet nemt og godt. Dette kan administreres af finansministeriet. Her skal det være muligt, at være kunde som privat person, forening, virksomhed osv.Det skal forbydes ved lov, at masse-overvåge befolkningens købemønstre på nogen måde!Den folkeejede statsbank bør omfatte: Nem-konto, netbank, pensionsopsparing, børneopsparing, betalingsservice og fysiske hævekort, hvis kunden ønsker dette.Hvis de private banker ikke vil samarbejde med statsbankens bankkort, opsættes hæveautomater til kontante ind- og udbetalinger.- Eller vedtage et kontant-samarbejde ved lov.Alle services skal være ”gratis” for alle kunder, som kan være alle danske cpr-numre og cvr-numre.Det digitale samfund udfaser kontanter. Statsbanken skal garantere, at man altid kan hæve kontanter.Statsbanken skal fritages for gebyrer til Nets, da der kun er kunderne til at betale, og denne udgift ikke skal lægges over på skatten. Nets' monopol bør flyttes til Statsbanken, så en privat virksomhed ikke tjener milliarder på elektroniske overførsler. En evt. indkomst på dette, bør tilfalde Statsbanken, og komme kunderne/borgerne til gode.",Et statsligt alternativ til de private banker - en Statsbank,00449
61,29. august 2018,02. marts 2018,"Vi ønsker at indføre et forbud mod kritikken af den danske folkekirke, der næsten altid er baseret på et uoplyst grundlag. Denne kritik ser man for ofte i de landsdækkende medier.",8,"Vi ønsker at indføre et forbud mod kritikken af den danske folkekirke, der næsten altid er baseret på et uoplyst grundlag. Denne kritik ser man for ofte i de landsdækkende medier.",Forbyd kritik af folkekirken,00455
62,25. august 2018,26. februar 2018,Hjerter Dame.,43,"Hjerter Dame.Denne politiske lovændring til høring i folketinget skal sikre pædofiles overgreb, og forsøg på overgreb mod mindre årige.Lovforslagene:Hvis man dømmes for pædofili, eller anden straf mod mindre årige, skal den forurettet tilkendes en erstatning vurderet af en dommer efter sagens omstændigheder og sagens karakter/alvor, og den dømte skal tvang steriliseres, så man på denne måde bremser, hindrer eller nedsætter deres seksuelle indre drive, lyster og liderlighed, og livslang behandling for at hindrer fremtidige lyster.Der skal på alle chat rooms oprettes en profil, således at hvis man føler sig krænket, finder noget stødende, bliver tilbudt noget af seksuel karakter, kan man finde brugeren af profilen. Dette vil give et mere sikkert og trygt miljø især de unge kan færdes i.",HJERTER DAME vil ændrer loven ved seksuelle overgreb på mindreårige.,00456
63,08. september 2018,12. marts 2018,Lovforslagene:,273,Lovforslagene:Gratis medicin til kroniske lidelser og ved længere varende sygdomsforløb.Gratis briller til alle ved behov.Gratis tandlæge til alle.,UDVIDET DÆKNING AF SYGESIKRINGEN.,00457
64,08. september 2018,12. marts 2018,Alle pelsfarme skal være udfaset senest 1. Januar 2023 uden mulighed for genåbning eller opstart af ny pelsfarm.,765,Alle pelsfarme skal være udfaset senest 1. Januar 2023 uden mulighed for genåbning eller opstart af ny pelsfarm.,Alle pelsfarme skal lukkes i Danmark,00461
65,08. september 2018,12. marts 2018,"""Det skal ikke være lovligt at importere pels fra dyr til Danmark, hverken som privat eller virksomhed.”",386,"""Det skal ikke være lovligt at importere pels fra dyr til Danmark, hverken som privat eller virksomhed.”""Det skal ikke være lovligt for virksomheder eller private at sælge pels fra dyr i Danmark""",Forbyde alt salg og import af pels fra dyr,00462
66,08. september 2018,12. marts 2018,Forbyd alle reklamer for spil på tv og radio.,439,Forbyd alle reklamer for spil på tv og radio.,Forbyd reklamer for spil,00479
67,11. september 2018,15. marts 2018,Der skal rettes op på den skævhed med manglende fremskrivning af folkepensionen. I fremtiden skal folkepensionen fremskrives 100%.,225,Der skal rettes op på den skævhed med manglende fremskrivning af folkepensionen. I fremtiden skal folkepensionen fremskrives 100%.Midlerne til satspuljnerne skal fremover finaiseres af finasloven.,Folkepensionisters købekraft skal sikres.,00485
68,15. september 2018,19. marts 2018,Jernbane loven §33 og generelt ekspropriation samt erstatning skal gøres mere lempelig så den enkelte borger ikke bliver økonomisk eller følelsesmæssig mere belastede end højst nødvendigt.,175,Jernbane loven §33 og generelt ekspropriation samt erstatning skal gøres mere lempelig så den enkelte borger ikke bliver økonomisk eller følelsesmæssig mere belastede end højst nødvendigt.,Ekspropriation og erstatning,00494
69,15. september 2018,19. marts 2018,Vi må afskaffer alle regler om gensidig forsørgerpligt således at en person uanset om de er gift eller ej altid kan modtage kontanthjælp uanset hvad deres partner eventuelt måtte tjene.,563,Vi må afskaffer alle regler om gensidig forsørgerpligt således at en person uanset om de er gift eller ej altid kan modtage kontanthjælp uanset hvad deres partner eventuelt måtte tjene.,Afskaf Gensidig forsøgerpligt,00496
70,08. september 2018,12. marts 2018,Konkurrencekommisær Margrethe Vestager bør genudnævnes til konkurrencekommisær for en ny 5 årig periode.,135,Konkurrencekommisær Margrethe Vestager bør genudnævnes til konkurrencekommisær for en ny 5 årig periode.,5 ÅR MERE TIL MARGRETHE VESTAGER,00508
71,08. september 2018,12. marts 2018,Folkepensionens grundbeløb (2018 Pr. md. 6.237 kr.) gøres skattefrit. Folkepensionens grundbeløb og tillæg reguleres fremover i forhold til den gennemsnitlige lønudvikling på arbejdsmarkedet.,1.265,Folkepensionens grundbeløb (2018 Pr. md. 6.237 kr.) gøres skattefrit. Folkepensionens grundbeløb og tillæg reguleres fremover i forhold til den gennemsnitlige lønudvikling på arbejdsmarkedet.,Folkepensionisterne svigtes af Folketinget.,00510
72,08. september 2018,12. marts 2018,"Gennem årene er der eksempler på, at kriminaliteten i særligt velstillede boligområder er blusset op i form af økonomisk kriminalitet, så trygheden og sikkerheden for beboere og andre, der lever i kongeriget Danmark, har lidt skade. Udviklingen har medført at der er en dalende tillid til samfundets fællesskab og at samfundet har lidt betydelige økonomiske tab.",201,"Gennem årene er der eksempler på, at kriminaliteten i særligt velstillede boligområder er blusset op i form af økonomisk kriminalitet, så trygheden og sikkerheden for beboere og andre, der lever i kongeriget Danmark, har lidt skade. Udviklingen har medført at der er en dalende tillid til samfundets fællesskab og at samfundet har lidt betydelige økonomiske tab.Det er helt centralt, at samfundet kommer en sådan opblussen af kriminalitet hurtigt til livs, fordi det kan sætte sit præg på Kongeriget i meget lang tid og give landet et dårligt ry. Det kan betyde, at ressourcestærke borgere ikke ønsker at bidrage til samfundet.Vi foreslår:En ordning, der giver bagmandspolitiet mulighed for at udpege særlige kriminalitets- og tillidsplagede områder, hvor straffen for visse økonomiske kriminalitetsformer i en periode skærpes markant (skærpet strafzone) En ordning, der giver bagmandspolitiet mulighed for at udpege særlige kriminalitets- og tillidsplagede områder, hvor straffen for visse økonomiske kriminalitetsformer i en periode skærpes markant (skærpet strafzone). Initiativet betyder, at straffen for eksempelvis skattesvig, underslæb og konkursrytteri stiger markant inden for den skærpede strafzone. Der lægges som udgangspunkt op til en fordobling af straffen, mens straffen for visse kriminalitetsformer med en i forvejen høj straf vil stige med en tredjedel. Derudover vil visse overtrædelser, der i dag straffes med bøde, i gentagelsestilfælde kunne straffes med fængsel, når overtrædelsen er begået i en skærpet strafzone. Kriminalitetsformer som omfattes:Skattesvig og herunder anvendelse af skattelyUnderslæbKursmanipulationKonkursrytteriInsiderhandlerKorruptionBestikkelseBedrageriMandatsvig SkyldnersvigÅgerHæleriRufferi Ulovlig omgang med hittegodsSort arbejdeUdnyttelse af au pair-ordning til billig arbejdskraft",Højere straffe i bestemte områder - skærpet strafzone for økonomisk kriminalitet,00520
73,17. september 2018,21. marts 2018,"Der stilles borgerforslag om opdatering af cpr. med information om barnets forældre, så begge forældre kan modtage offentlig digital post om deres barn på samme tid og med samme metode. ",1.261,"Der stilles borgerforslag om opdatering af cpr. med information om barnets forældre, så begge forældre kan modtage offentlig digital post om deres barn på samme tid og med samme metode. Det er i dag et data problem, som stopper den digitale post til begge forældre og ministerierne har på trods af gentagne anmodninger fortsat ikke sikret denne lovmæssige ret for alle forældre. Der kan ikke i Danmark laves en liste over orienteringsret og forældremyndighed for alle børn under 18 år på grund af den manglende data i cpr, hvilket forslaget skal sikre. Forslaget må anses at betyde store samfundsøkonomiske besparelser og lettere arbejdsgange i kommuner, regioner og hos staten foruden at medføre stor borgertilfredshed for forældrene.",Borgerforslag - Digital post til begge forældre,00535
74,08. september 2018,12. marts 2018,"Der stilles forslag om 3 måneders barsel for børn med begge forældre, indført som et kompromis forslag. ",704,"Der stilles forslag om 3 måneders barsel for børn med begge forældre, indført som et kompromis forslag. Fars 14 dages øremærkede barsel udvides til 2 måneder af forældrekvoten og staten udvider barselsperioden med 1 måned til far, således at barnet opnår 3 måneders barsel med begge forældre. De nordiske erfaringer viser at fædrebarslen herved bliver afholdt og der er tale om et fornuftigt kompromis i forhold til tidligere fremsatte barselsmodeller for familierne. Fædrebarsel er formentlig en af de bedste samfundsinvesteringer vi kan lave. Det er sundt for barnet, der oplever begge forældres kærlighed, omsorg, tryghed og tilknytning fra livets start. Det er sundt for parforholdet, fordi forældrene samarbejder og kommunikerer bedre om børnene i alle moderne familieformer. Det har positiv effekt for kvindernes lige muligheder på arbejdsmarkedet, mændenes lige muligheder i familielivet, den almene folkesundhed samt giver samfundsøkonomiske besparelser på socialområdet. Hertil kommer at danske virksomheder vil opleve et højere kompetenceniveau, når mænd og kvinder har et reelt frit valg i arbejds- og familielivet.",Borgerforslag - fædrebarsel,00536
75,08. september 2018,12. marts 2018,"Alle borgere i Kongeriget Danmark skal gennemgå 8 timers førstehjælpskursus (gratis) mindst hver andet år. Førstehjælpsunderviserene vil være frivillige, men hvis der ikke er nok frivillige skal kommunerne stille videnspersoner til rådighed.",77,"Alle borgere i Kongeriget Danmark skal gennemgå 8 timers førstehjælpskursus (gratis) mindst hver andet år. Førstehjælpsunderviserene vil være frivillige, men hvis der ikke er nok frivillige skal kommunerne stille videnspersoner til rådighed.",Førstehjælpskursus mindst hver andet år,00542
